기온분석
[검색조건]
자료구분 : 년
자료형태 : 기본
지역/지점 : 진주
기간 : 1904~2024

년,지점,평균기온(℃),평균최저기온(℃),평균최고기온(℃)
			1969,192,,,
			1970,192,12.6,7.5,18.4
			1971,192,13,7.8,18.8
			1972,192,13.3,8.1,18.7
			1973,192,13.8,8.7,19.4
			1974,192,12.8,7.7,18.3
			1975,192,13.8,9.1,19.3
			1976,192,12.7,7.7,18.5
			1977,192,13.5,8.5,19.3
			1978,192,13.9,8.5,20
			1979,192,13.6,8.3,19.7
			1980,192,12.6,7.8,18.2
			1981,192,12.2,6.7,18.3
			1982,192,12.8,7.3,19.5
			1983,192,12.7,7.4,19.1
			1984,192,12.5,6.6,18.9
			1985,192,12.8,7.3,18.6
			1986,192,12.3,6.7,19
			1987,192,12.8,7.6,19.1
			1988,192,12.7,7.1,19.2
			1989,192,13.3,8.4,19.5
			1990,192,13.8,9,19.7
			1991,192,12.8,7.8,18.9
			1992,192,13.1,7.8,19.4
			1993,192,12.4,7.3,18.6
			1994,192,13.7,8,20.5
			1995,192,12.5,6.8,19.3
			1996,192,12.6,7.1,19.1
			1997,192,13.4,7.5,20.1
			1998,192,14.2,9.2,20.2
			1999,192,13.3,8,19.6
			2000,192,13.4,7.5,20.1
			2001,192,13.4,7.5,20.3
			2002,192,13.4,7.6,19.9
			2003,192,13.2,7.9,19.4
			2004,192,14,7.9,20.8
			2005,192,13.3,7.6,19.8
			2006,192,13.6,8.2,19.7
			2007,192,14,8.5,20.3
			2008,192,14,8.3,20.4
			2009,192,13.8,8.1,20.2
			2010,192,13.1,7.9,19.2
			2011,192,13,7.6,19
			2012,192,12.7,7.4,18.6
			2013,192,13.4,7.7,19.8
			2014,192,13.2,7.8,19.5
			2015,192,13.4,8,19.6
			2016,192,13.8,8.6,19.9
			2017,192,13.5,7.5,20.3
			2018,192,13.4,7.7,19.8
			2019,192,13.9,8.3,20.5
			2020,192,13.7,8.3,20
			2021,192,14.1,8.5,20.5
			2022,192,13.8,8,20.4
			2023,192,14.4,8.8,20.7
			2024,192,,,
			

